scheme_code,scheme_name,category,fund_start_date,fund_age_years,return_3m_pct,return_1y_pct,cagr_3y_pct,cagr_5y_pct,sharpe_ratio,fund_house
119750,Kotak Savings Fund-Growth - Direct,Others,04/01/21,4.99,1.5,7.3,7.41,6.15,0.09,Kotak MF
119751,Kotak Savings Fund-Monthly Payout of Income Distribution cum capital withdrawal option - Direct,Equity - IT,04/01/21,4.99,1.5,7.27,7.37,5.15,-1.04,Kotak MF
110575,Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option,Equity - IT,04/01/21,0.7,0.02,0,,,,Kotak MF
119749,Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct,Equity - IT,04/01/21,0.7,1.02,2.58,,,,Kotak MF
147771,LIC MF Ultra Short Duration Fund-Direct Plan-Daily IDCW,Others,04/01/21,4.99,0,0,0,1.96,-0.41,LIC MF
147772,LIC MF Ultra Short Duration Fund-Direct Plan-Growth,Others,04/01/21,4.99,1.42,7.16,7.04,5.78,-0.62,LIC MF
147773,LIC MF Ultra Short Duration Fund-Direct Plan-Monthly IDCW,Others,04/01/21,4.99,1.42,7.15,7.04,5.78,-0.63,LIC MF
147769,LIC MF Ultra Short Duration Fund-Direct Plan-Weekly IDCW,Others,04/01/21,4.99,-0.04,-0.01,1.21,1.57,-3.11,LIC MF
147766,LIC MF Ultra Short Duration Fund-Regular Plan-Daily IDCW,Others,04/01/21,4.99,0,0,1.11,1.51,-5.69,LIC MF
147770,LIC MF Ultra Short Duration Fund-Regular Plan-Growth,Others,04/01/21,4.99,1.24,6.41,6.39,5.31,-1.68,LIC MF
147768,LIC MF Ultra Short Duration Fund-Regular Plan-Monthly IDCW,Others,04/01/21,4.99,1.24,6.41,6.4,5.32,-1.67,LIC MF
147767,LIC MF Ultra Short Duration Fund-Regular Plan-Weekly IDCW,Others,04/01/21,4.99,-0.04,-0.01,0,0.35,-11.17,LIC MF
147733,Mahindra Manulife Ultra Short Duration Fund - Direct Plan - Daily IDCW,Others,04/01/21,4.99,1.48,6.85,4.87,3.75,-2.44,Mahindra Manulife MF
147732,Mahindra Manulife Ultra Short Duration Fund - Direct Plan - Weekly IDCW,Others,04/01/21,4.99,-0.07,-0.06,-0.04,-0.04,-26.38,Mahindra Manulife MF
147731,Mahindra Manulife Ultra Short Duration Fund - Direct Plan -Growth,Others,04/01/21,4.99,1.48,7.25,7.43,6.16,0.11,Mahindra Manulife MF
147729,Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Daily IDCW,Others,04/01/21,4.99,0.1,4.16,2.04,1.81,-5.64,Mahindra Manulife MF
147734,Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Growth,Others,04/01/21,4.99,1.37,6.8,6.98,5.72,-0.71,Mahindra Manulife MF
147730,Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Weekly IDCW,Others,04/01/21,4.99,-0.08,-0.09,-0.04,-0.04,-29.41,Mahindra Manulife MF
148529,Mirae Asset Ultra Short Duration Fund Direct Growth,Others,04/01/21,4.99,1.51,7.43,7.54,6.23,0.23,Mirae Asset MF
148532,Mirae Asset Ultra Short Duration Fund Direct IDCW,Others,04/01/21,4.99,1.5,7.41,7.53,6.23,0.22,Mirae Asset MF
148530,Mirae Asset Ultra Short Duration Fund Regular Growth,Others,04/01/21,4.99,1.45,7.18,7.29,6,-0.2,Mirae Asset MF
148531,Mirae Asset Ultra Short Duration Fund Regular IDCW,Others,04/01/21,4.99,1.45,7.18,7.29,5.99,-0.14,Mirae Asset MF
124234,Motilal Oswal Ultra Short Term Fund (MOFUSTF) -Direct Plan- Growth,Others,04/01/21,4.99,1.36,6.3,6.46,5.33,-1.64,Motilal Oswal MF
124233,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan- Growth,Others,04/01/21,4.99,1.16,5.43,5.74,4.64,-3.13,Motilal Oswal MF
124316,Motilal Oswal Ultra Short Term Fund Direct - IDCW Daily Reinvestment,Others,04/01/21,4.99,0,0,3.79,3.73,-2.97,Motilal Oswal MF
124311,Motilal Oswal Ultra Short Term Fund Direct - IDCW Fortnightly Reinvestment,Others,04/01/21,4.99,-0.03,0,3.88,3.8,-2.77,Motilal Oswal MF
124312,Motilal Oswal Ultra Short Term Fund Direct - IDCW Quarterly Payout/Reinvestment,Others,04/01/21,4.99,-0.03,0,3.92,3.82,-1.37,Motilal Oswal MF
124306,Motilal Oswal Ultra Short Term Fund Direct - IDCW Weekly Reinvestment,Others,04/01/21,4.99,-0.03,0,3.73,3.7,-3.01,Motilal Oswal MF
124308,Motilal Oswal Ultra Short Term Fund Direct Plan - IDCW Monthly Payout/Reinvestment,Others,04/01/21,4.99,-0.03,0,3.79,3.73,-2.81,Motilal Oswal MF
124303,Motilal Oswal Ultra Short Term Fund Regular - IDCW Daily Reinvestment,Others,04/01/21,4.99,0,0,3.36,3.22,-4.07,Motilal Oswal MF
124313,Motilal Oswal Ultra Short Term Fund Regular - IDCW Fortnightly Reinvestment,Others,04/01/21,4.99,-0.03,-0.01,3.47,3.29,-3.84,Motilal Oswal MF
124315,Motilal Oswal Ultra Short Term Fund Regular - IDCW Monthly Payout/Reinvestment,Others,04/01/21,4.99,-0.03,-0.01,3.42,3.26,-3.93,Motilal Oswal MF
124305,Motilal Oswal Ultra Short Term Fund Regular - IDCW Quarterly Payout/Reinvestment,Others,04/01/21,4.99,-0.03,-0.01,3.43,3.26,-2.09,Motilal Oswal MF
124310,Motilal Oswal Ultra Short Term Fund Regular - IDCW Weekly Reinvestment,Others,04/01/21,4.99,-0.03,-0.01,3.39,3.24,-3.98,Motilal Oswal MF
143498,NIPPON INDIA ULTRA SHORT DURATION FUND - DAILY IDCW OPTION,Others,04/01/21,4.99,0,0,0,0,-117.43,Nippon India MF
143500,NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - DAILY IDCW OPTION,Others,04/01/21,4.99,0,0,0,0,-107.9,Nippon India MF
143497,NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - MONTHLY IDCW Option,Others,04/01/21,4.99,-0.01,0.33,0.3,0.3,-24.91,Nippon India MF
143502,NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option,Others,04/01/21,4.99,-0.07,-0.13,-0.05,0.07,-1.74,Nippon India MF
143501,NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - WEEKLY IDCW OPTION,Others,04/01/21,4.99,-0.06,-0.01,0.02,0,-22.12,Nippon India MF
143499,NIPPON INDIA ULTRA SHORT DURATION FUND - MONTHLY IDCW Option,Others,04/01/21,4.99,-0.01,0.29,0.27,0.26,-26.16,Nippon India MF
143496,NIPPON INDIA ULTRA SHORT DURATION FUND - QUARTERLY IDCW Option,Others,04/01/21,4.99,-0.07,-0.13,-0.05,0.07,-1.89,Nippon India MF
147673,NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DAILY IDCW Option,Others,04/01/21,1.18,,-100,,,,Nippon India MF
147681,NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - DAILY IDCW Option,Others,04/01/21,1.18,,-100,,,,Nippon India MF
147675,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,Others,04/01/21,1.18,,-100,,,,Nippon India MF
147676,NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - MONTHLY IDCW Option,Others,04/01/21,1.18,,-100,,,,Nippon India MF
147677,NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - QUARTERLY IDCW Option,Others,04/01/21,1.18,,-100,,,,Nippon India MF
147682,NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - DIRECT Plan - WEEKLY IDCW Option,Others,04/01/21,1.18,,-100,,,,Nippon India MF
147674,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Growth Option,Others,04/01/21,1.18,,-100,,,,Nippon India MF
147678,NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,Others,04/01/21,1.18,,-100,,,,Nippon India MF
147679,NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,Others,04/01/21,1.18,,-100,,,,Nippon India MF
147680,NIPPON INDIA ULTRA SHORT DURATION FUND - SEGREGATED PORTFOLIO 1 - WEEKLY IDCW Option,Others,04/01/21,1.18,,-100,,,,Nippon India MF
143495,NIPPON INDIA ULTRA SHORT DURATION FUND - WEEKLY IDCW OPTION,Others,04/01/21,4.99,-0.06,-0.01,0.01,0,-24.41,Nippon India MF
143494,Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option,Others,04/01/21,4.99,1.57,7.57,7.69,7.44,1.05,Nippon India MF
143493,Nippon India Ultra Short Duration Fund- Growth Option,Others,04/01/21,4.99,1.38,6.79,6.89,6.61,0.4,Nippon India MF
138342,PGIM India Ultra Short Duration Fund - Daily Dividend,Others,04/01/21,4.99,0,0,0,0,-125.86,PGIM India MF
138361,PGIM India Ultra Short Duration Fund - Direct Plan - Daily Dividend,Others,04/01/21,4.99,0,0.06,0.02,0.01,-101.83,PGIM India MF
138358,PGIM India Ultra Short Duration Fund - Direct Plan - Growth,Others,04/01/21,4.99,1.38,7.04,7.25,6.08,-0.05,PGIM India MF
138359,PGIM India Ultra Short Duration Fund - Direct Plan - Monthly Dividend,Others,04/01/21,4.99,-0.16,0.35,1.23,0.76,-4.3,PGIM India MF
138362,PGIM India Ultra Short Duration Fund - Direct Plan - Weekly Dividend,Others,04/01/21,4.99,-0.04,-0.01,-0.04,0,-36.42,PGIM India MF
138343,PGIM India Ultra Short Duration Fund - Growth,Others,04/01/21,4.99,1.21,6.36,6.56,5.44,-1.35,PGIM India MF
138344,PGIM India Ultra Short Duration Fund - Monthly Dividend,Others,04/01/21,4.99,1.21,6.36,6.31,3.67,-1.97,PGIM India MF
138338,PGIM India Ultra Short Duration Fund - Regular Plan - Daily Dividend,Others,,,,,,,,PGIM India MF
138337,PGIM India Ultra Short Duration Fund - Regular Plan - Growth,Others,04/01/21,1.05,0.84,3.56,,,-13.82,PGIM India MF
138340,PGIM India Ultra Short Duration Fund - Regular Plan - Monthly Dividend,Others,,,,,,,,PGIM India MF
138339,PGIM India Ultra Short Duration Fund - Regular Plan - Weekly Dividend,Others,04/01/21,1.05,-0.03,0,,,-42.98,PGIM India MF
138341,PGIM India Ultra Short Duration Fund - Weekly Dividend,Others,04/01/21,4.99,-0.04,-0.01,-0.03,0,-38.38,PGIM India MF
138368,PGIM India Ultra Short Term Fund - Annual Bonus,Others,,,,,,,,PGIM India MF
138354,PGIM India Ultra Short Term Fund - Annual Dividend,Others,,,,,,,,PGIM India MF
138345,PGIM India Ultra Short Term Fund - Bonus,Others,,,,,,,,PGIM India MF
138367,PGIM India Ultra Short Term Fund - Direct Plan - Annual Bonus,Others,,,,,,,,PGIM India MF
138360,PGIM India Ultra Short Term Fund - Direct Plan - Annual Dividend,Others,,,,,,,,PGIM India MF
138363,PGIM India Ultra Short Term Fund - Direct Plan - Bonus,Others,,,,,,,,PGIM India MF
138357,PGIM India Ultra Short Term Fund - Direct Plan - Dividend,Others,,,,,,,,PGIM India MF
138366,PGIM India Ultra Short Term Fund - Direct Plan - Monthly Bonus,Others,,,,,,,,PGIM India MF
138364,PGIM India Ultra Short Term Fund - Direct Plan - Quarterly Dividend,Others,,,,,,,,PGIM India MF
138349,PGIM India Ultra Short Term Fund - Dividend,Others,,,,,,,,PGIM India MF
138365,PGIM India Ultra Short Term Fund - Monthly Bonus,Others,,,,,,,,PGIM India MF
138353,PGIM India Ultra Short Term Fund - Quarterly Dividend,Others,,,,,,,,PGIM India MF
138346,PGIM India Ultra Short Term Fund - Regular Plan - Bonus,Others,,,,,,,,PGIM India MF
119784,SBI Ultra Short Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),Equity - IT,04/01/21,4.99,1.48,7.2,7.34,6.04,-0.11,SBI MF
119828,SBI ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH,Others,04/01/21,4.99,1.48,7.2,7.34,6.04,-0.11,SBI MF
119829,SBI Ultra Short Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),Equity - IT,04/01/21,4.99,-0.05,-0.02,1.42,2.48,-4.34,SBI MF
105080,SBI Ultra Short Duration Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),Equity - IT,04/01/21,4.99,1.42,6.98,7.11,5.83,-0.49,SBI MF
100641,SBI ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,Others,04/01/21,4.99,1.42,6.98,7.1,5.82,-0.5,SBI MF
103884,SBI Ultra Short Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),Equity - IT,04/01/21,4.99,-0.05,-0.02,1.37,2.38,-4.61,SBI MF
149537,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund) - Income Distribution CUM Capital Withdrawal Option (IDCW),Equity - IT,03/01/22,3.99,-0.35,1.3,0.41,,-7.56,Sundaram MF
149724,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund) Direct Plan -IDCW,Others,03/01/22,3.48,0.67,4.37,4.08,,-1.69,Sundaram MF
149720,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund) Direct Plan Fortnightly IDCW,Others,03/01/22,2.48,-0.14,0.33,,,-13.07,Sundaram MF
149721,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund) Direct Plan IDCW Daily,Others,03/01/22,2.48,0,0,,,-108.91,Sundaram MF
149539,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan -Growth Option,Others,03/01/22,3.99,1.46,7.27,7.45,,1.63,Sundaram MF
149719,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan IDCW Weekly,Others,03/01/22,0.39,0.03,0.07,,,,Sundaram MF
149540,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan Income Distribution CUM Capital Withdrawal Option (IDCW),Equity - IT,03/01/22,3.99,-0.02,2.37,0.76,,-6.79,Sundaram MF
149536,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Daily Income Distribution CUM Capital Withdrawal Option,Equity - IT,03/01/22,2.48,0,0,,,-132.44,Sundaram MF
149535,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Growth Option,Others,03/01/22,3.99,1.14,5.93,6.14,,-1.35,Sundaram MF
149538,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Weekly Income Distribution CUM Capital Withdrawal Option,Equity - IT,03/01/22,2.48,-0.04,0.05,,,-42.41,Sundaram MF
149723,Sundaram Ultra Short Duration Fund (Formerly Known as Prinicpal Ultra Short Term Fund) Regular Plan -IDCW,Others,03/01/22,3.48,0.34,3,2.75,,-2.63,Sundaram MF
149722,Sundaram Ultra Short Duration Fund (Formerly Known as Prinicpal Ultra Short Term Fund) Regular Plan Fortnightly IDCW,Others,03/01/22,2.48,-0.16,-0.05,,,-12.24,Sundaram MF
146076,TATA Ultra Short Term Fund Direct Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option  ,Equity - IT,04/01/21,4.99,1.54,7.5,7.38,6.32,0.33,Tata MF
146068,TATA Ultra Short Term Fund Direct Plan - Weekly Reinvestment of Income Distribution cum capital withdrawal option   ,Equity - IT,04/01/21,4.99,0,-0.13,-0.03,-0.02,-23.21,Tata MF
146073,TATA Ultra Short Term Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option  ,Equity - IT,04/01/21,4.99,1.33,6.58,6.66,5.43,-1.29,Tata MF
146074,TATA Ultra Short Term Fund Regular Plan -Weekly Reinvestment of Income Distribution cum capital withdrawal option  ,Equity - IT,04/01/21,4.99,0,-0.11,-0.02,-0.01,-24.85,Tata MF
146069,TATA Ultra Short Term Fund-Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option ,Equity - IT,04/01/21,4.99,1.54,7.5,7.38,6.32,0.33,Tata MF
146067,TATA Ultra Short Term Fund-Direct Plan - Weekly Payout of Income Distribution cum capital withdrawal option ,Equity - IT,04/01/21,4.99,0,-0.13,-0.03,-0.02,-23.21,Tata MF
146075,Tata Ultra Short Term Fund-Direct Plan-Growth,Others,04/01/21,4.99,1.54,7.47,7.56,6.3,0.36,Tata MF
146072,TATA Ultra Short Term Fund-Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option ,Equity - IT,04/01/21,4.99,1.33,6.58,6.66,5.43,-1.29,Tata MF
146071,TATA Ultra Short Term Fund-Regular Plan - Weekly Payout of Income Distribution cum capital withdrawal option ,Equity - IT,04/01/21,4.99,0,-0.11,-0.02,-0.01,-24.85,Tata MF
146070,Tata Ultra Short Term Fund-Regular Plan-Growth,Others,04/01/21,4.99,1.32,6.55,6.66,5.43,-1.29,Tata MF
139568,UTI Ultra Short Duration Fund - Direct Plan - Annual IDCW,Others,04/01/21,4.99,1.51,7.3,7.46,5.29,-0.3,UTI MF
120744,UTI Ultra Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment),Others,04/01/21,4.99,1.51,7.3,7.46,6.78,0.53,UTI MF
121892,UTI Ultra Short Duration Fund - Direct Plan - Flexi IDCW,Others,04/01/21,4.99,1.51,7.3,7.46,6.26,0.09,UTI MF
131512,UTI Ultra Short Duration Fund - Direct Plan - Fortnightly IDCW,Others,04/01/21,4.99,-0.07,-0.05,-0.02,-0.01,-6.53,UTI MF
120746,UTI Ultra Short Duration Fund - Direct Plan - Growth Option,Others,04/01/21,4.99,1.51,7.3,7.46,6.77,0.53,UTI MF
147128,UTI Ultra Short Duration Fund - Direct Plan - Half-Yearly IDCW,Others,04/01/21,4.99,1.51,7.3,7.46,5.49,-0.3,UTI MF
131444,UTI Ultra Short Duration Fund - Direct Plan - Monthly IDCW,Others,04/01/21,4.99,0.21,1.87,1.9,1.27,-4.02,UTI MF
133059,UTI Ultra Short Duration Fund - Direct Plan - Quarterly IDCW,Others,04/01/21,4.99,1.51,7.3,7.46,6.77,0.53,UTI MF
120745,UTI Ultra Short Duration Fund - Direct Plan - Weekly IDCW (Reinvestment),Others,04/01/21,4.99,-0.01,0,0.01,0.01,-6.43,UTI MF
112083,UTI Ultra Short Duration Fund - Discontinued - INSTN GROWTH OPTION,Others,04/01/21,4.99,1.34,6.65,6.96,6.32,0.17,UTI MF
112082,UTI Ultra Short Duration Fund - Discontinued - INSTN PLAN - PERIODIC DIVIDEND OPTION,Others,04/01/21,0.14,0.24,0.24,,,,UTI MF
134484,UTI Ultra Short Duration Fund - Regular Plan - Annual IDCW,Others,04/01/21,4.99,1.34,6.65,6.84,4.69,-0.52,UTI MF
109501,UTI Ultra Short Duration Fund - Regular Plan - Daily IDCW (Reinvestment),Others,04/01/21,4.99,-0.09,0.13,0.04,0.03,-38.03,UTI MF
121891,UTI Ultra Short Duration Fund - Regular Plan - Flexi IDCW,Others,04/01/21,4.99,1.34,6.65,6.84,4.9,-0.49,UTI MF
131511,UTI Ultra Short Duration Fund - Regular Plan - Fortnightly IDCW,Others,04/01/21,4.99,-0.07,-0.05,-0.02,-0.01,-6.52,UTI MF
102532,UTI Ultra Short Duration Fund - Regular Plan - Growth Option,Others,04/01/21,4.99,1.34,6.65,6.84,6.17,0.05,UTI MF
134799,UTI Ultra Short Duration Fund - Regular Plan - Half-Yearly IDCW,Others,04/01/21,4.97,-1.15,-2.95,-4.39,-2.16,-0.77,UTI MF
131445,UTI Ultra Short Duration Fund - Regular Plan - Monthly IDCW,Others,04/01/21,4.99,0.88,4.26,2.67,1.37,-3.46,UTI MF
133873,UTI Ultra Short Duration Fund - Regular Plan - Quarterly IDCW,Others,04/01/21,4.99,0.75,3.6,3.79,2.99,-1.8,UTI MF
102531,UTI Ultra Short Duration Fund - Regular Plan - Weekly IDCW (Reinvestment),Others,04/01/21,4.99,0.14,5.38,6.42,4.98,-0.65,UTI MF
147316,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),Equity - IT,04/01/21,4.99,0,0.21,0.12,0.07,-85.01,WhiteOak Capital
147315,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),Equity - IT,04/01/21,4.99,-0.14,-0.03,0.04,0.05,-19.29,WhiteOak Capital
147311,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Growth Option,Equity - IT,04/01/21,4.99,1.39,6.94,7.13,6.11,-0.02,WhiteOak Capital
147312,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),Equity - IT,04/01/21,4.99,-0.03,0.19,0.12,0.1,-22.63,WhiteOak Capital
147313,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),Equity - IT,04/01/21,4.99,0,0.08,0.07,0.06,-27.67,WhiteOak Capital
147308,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),Equity - IT,04/01/21,4.99,0,0.21,0.12,0.07,-84.7,WhiteOak Capital
147309,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),Equity - IT,04/01/21,4.99,-0.13,-0.01,0.05,0.05,-19.55,WhiteOak Capital
147307,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Growth Option,Equity - IT,04/01/21,4.99,1.25,6.37,6.53,5.5,-1,WhiteOak Capital
147314,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),Equity - IT,04/01/21,4.99,-0.03,0.19,0.09,0.08,-24.09,WhiteOak Capital
147310,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),Equity - IT,04/01/21,4.99,0,0.09,0.13,0.09,-27.06,WhiteOak Capital
120348,Invesco India Contra Fund - Direct Plan - Growth,Others,04/01/21,4.99,3.74,3.3,21,19.24,1,Invesco MF
120349,Invesco India Contra Fund - Direct Plan - IDCW (Payout / Reinvestment),Others,04/01/21,4.99,3.74,3.28,20.99,15.7,0.73,Invesco MF
105460,Invesco India Contra Fund - Regular Plan - Growth,Others,04/01/21,4.99,3.45,2.17,19.65,17.84,0.91,Invesco MF
105459,Invesco India Contra Fund - Regular Plan - IDCW (Payout / Reinvestment),Others,04/01/21,4.99,3.46,2.18,19.65,13.47,0.58,Invesco MF
119769,Kotak Contra Fund - Direct Plan - Growth,Others,04/01/21,4.99,4.32,8.04,22.26,20.97,1.09,Kotak MF
119768,Kotak Contra Fund - Direct Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option- Direct,Equity - IT,04/01/21,4.99,4.32,8.04,22.26,20.97,1.09,Kotak MF
103040,Kotak Contra Fund - Regular Plan - Growth,Others,04/01/21,4.99,3.99,6.67,20.65,19.36,0.99,Kotak MF
103039,Kotak Contra Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option,Equity - IT,04/01/21,4.99,3.99,6.67,20.65,19.36,0.99,Kotak MF
119835,SBI CONTRA FUND - DIRECT PLAN - GROWTH,Others,04/01/21,4.99,5.64,6.57,21.11,24.65,1.36,SBI MF
119724,SBI Contra Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Equity - IT,04/01/21,4.99,5.64,6.57,21.11,24.65,1.36,SBI MF
100915,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Equity - IT,04/01/21,4.99,5.44,5.68,20.01,23.61,1.29,SBI MF
102414,SBI CONTRA FUND - REGULAR PLAN -GROWTH,Others,04/01/21,4.99,5.44,5.68,20.01,23.6,1.29,SBI MF
119507,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,Equity - IT,04/01/21,4.99,5.58,2.76,19.96,19.76,1.03,Aditya Birla Sun Life MF
101738,Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan,Equity - IT,04/01/21,4.99,5.36,1.93,19.02,18.86,0.98,Aditya Birla Sun Life MF
119506,Aditya Birla Sun Life Dividend Yield Fund -DIRECT - IDCW,Equity - IT,04/01/21,4.99,4.01,-3.41,12.17,12.26,0.56,Aditya Birla Sun Life MF
101737,Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW,Equity - IT,04/01/21,4.99,3.81,-4.2,11.28,11.61,0.52,Aditya Birla Sun Life MF
152810,Baroda BNP Paribas Dividend Yield Fund - Direct Plan - Growth Option,Others,16/09/24,1.29,4.79,6.74,,,-0.47,Baroda BNP Paribas MF
152809,Baroda BNP Paribas Dividend Yield Fund - Direct Plan - IDCW Option,Others,16/09/24,1.29,4.79,6.74,,,-0.47,Baroda BNP Paribas MF
152807,Baroda BNP Paribas Dividend Yield Fund - Regular Plan - Growth Option,Others,16/09/24,1.29,4.39,5,,,-0.59,Baroda BNP Paribas MF
152808,Baroda BNP Paribas Dividend Yield Fund - Regular Plan - IDCW Option,Others,16/09/24,1.29,4.39,5,,,-0.59,Baroda BNP Paribas MF
118527,Franklin India Dividend Yield Fund - Direct - Growth,Others,04/01/21,4.99,2.41,2.2,18.46,20.01,1.16,Franklin Templeton MF
118526,Franklin India Dividend Yield Fund - Direct - IDCW,Others,04/01/21,4.99,2.41,-5.13,9.47,10.73,0.44,Franklin Templeton MF
103679,Franklin India Dividend Yield Fund - IDCW,Others,04/01/21,4.99,2.2,-5.89,8.47,9.62,0.36,Franklin Templeton MF
103678,Franklin India Dividend Yield Fund-Growth Plan,Others,04/01/21,4.99,2.2,1.34,17.46,19.06,1.1,Franklin Templeton MF
148609,HDFC Dividend Yield Fund - Growth Option Direct Plan,Others,04/01/21,4.99,2.46,3.81,19.39,21.44,1.13,HDFC MF
148610,HDFC Dividend Yield Fund - Growth Plan,Others,04/01/21,4.99,2.17,2.69,17.93,19.76,1.02,HDFC MF
148608,HDFC Dividend Yield Fund - IDCW Option Direct Plan,Others,04/01/21,4.99,2.46,-3.52,16.51,18.01,0.91,HDFC MF
148611,HDFC Dividend Yield Fund - IDCW Plan,Others,04/01/21,4.99,2.17,-5.06,14.89,16.13,0.79,HDFC MF
129312,ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option,Equity - IT,04/01/21,4.99,3.86,12.56,24.71,25.69,1.49,ICICI Prudential MF
129309,ICICI Prudential Dividend Yield Equity Fund Direct Plan IDCW Option,Equity - IT,04/01/21,4.99,3.86,3.02,14.22,16.07,0.77,ICICI Prudential MF
129310,ICICI Prudential Dividend Yield Equity Fund Growth Option,Equity - IT,04/01/21,4.99,3.52,11.18,23.05,24.04,1.38,ICICI Prudential MF
129311,ICICI Prudential Dividend Yield Equity Fund IDCW Option,Equity - IT,04/01/21,4.99,3.49,-0.64,10.49,11.92,0.49,ICICI Prudential MF
152022,LIC MF Dividend Yield Fund-Direct Plan-Growth,Others,31/07/23,2.42,2.02,3.92,,,0.94,LIC MF
152021,LIC MF Dividend Yield Fund-Direct Plan-IDCW,Others,31/07/23,2.42,2.02,3.91,,,0.94,LIC MF
